cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-05-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,17,11,11,7
2025-05-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,13,8,3,2
2025-05-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,17,10,8,5
2025-05-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,17,11,7,4
2025-05-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,13,9,8,4
2025-05-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,21,16,14,9
2025-05-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,23,17,7,4
2025-05-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,21,16,14,9
2025-05-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,32,23,13,8
2025-05-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,26,20,17,10
2025-05-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,22,16,16,10
2025-05-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,17,12,5,3
2025-05-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,19,14,11,7
2025-05-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,17,12,7,4
2025-05-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,17,13,11,7
2025-05-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,6,6,3
2025-05-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,3,1
2025-05-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,5,4,2
2025-05-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,5,3,2
2025-05-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,5,3
2025-05-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,14,8,7,4
2025-05-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,17,9,5,2
2025-05-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,17,10,8,5
2025-05-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,13,8,5,3
2025-05-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,17,9,8,5
2025-05-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,33,24,23,15
2025-05-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,33,25,11,7
2025-05-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,26,19,15,9
2025-05-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,35,27,17,10
2025-05-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,24,18,15,10
2025-05-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,26,19,17,11
2025-05-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,23,16,7,5
2025-05-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,25,16,13,8
2025-05-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,23,14,8,5
2025-05-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,27,18,17,10
2025-05-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-05-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-05-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-05-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-05-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,4,2
2025-05-01,Middle East & Africa,South Africa,Mid-Market,Conversions,12,7,6,3
2025-05-01,Middle East & Africa,South Africa,Mid-Market,Traffic,12,6,3,1
2025-05-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,17,10,7,5
2025-05-01,Middle East & Africa,South Africa,Mid-Market,App Installs,13,6,4,2
2025-05-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,12,6,5,3
2025-05-01,Middle East & Africa,South Africa,Enterprise,Conversions,24,16,16,10
2025-05-01,Middle East & Africa,South Africa,Enterprise,Traffic,21,13,6,4
2025-05-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,21,15,11,7
2025-05-01,Middle East & Africa,South Africa,Enterprise,App Installs,20,12,7,5
2025-05-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,22,13,12,7
2025-05-01,Middle East & Africa,South Africa,Agency,Conversions,21,12,11,7
2025-05-01,Middle East & Africa,South Africa,Agency,Traffic,19,11,5,3
2025-05-01,Middle East & Africa,South Africa,Agency,Lead Generation,15,8,7,4
2025-05-01,Middle East & Africa,South Africa,Agency,App Installs,20,12,7,4
2025-05-01,Middle East & Africa,South Africa,Agency,Catalog Sales,19,12,10,6
2025-05-01,Asia Pacific,Japan,SMB,Conversions,12,6,5,3
2025-05-01,Asia Pacific,Japan,SMB,Traffic,15,8,3,2
2025-05-01,Asia Pacific,Japan,SMB,Lead Generation,12,6,5,3
2025-05-01,Asia Pacific,Japan,SMB,App Installs,13,7,4,2
2025-05-01,Asia Pacific,Japan,SMB,Catalog Sales,15,7,7,4
2025-05-01,Asia Pacific,Japan,Mid-Market,Conversions,24,15,14,8
2025-05-01,Asia Pacific,Japan,Mid-Market,Traffic,25,16,7,4
2025-05-01,Asia Pacific,Japan,Mid-Market,Lead Generation,18,12,9,6
2025-05-01,Asia Pacific,Japan,Mid-Market,App Installs,24,16,10,6
2025-05-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,18,12,11,7
2025-05-01,Asia Pacific,Japan,Enterprise,Conversions,39,31,31,19
2025-05-01,Asia Pacific,Japan,Enterprise,Traffic,40,29,14,9
2025-05-01,Asia Pacific,Japan,Enterprise,Lead Generation,34,27,22,14
2025-05-01,Asia Pacific,Japan,Enterprise,App Installs,42,32,21,14
2025-05-01,Asia Pacific,Japan,Enterprise,Catalog Sales,33,24,22,13
2025-05-01,Asia Pacific,Japan,Agency,Conversions,34,25,25,17
2025-05-01,Asia Pacific,Japan,Agency,Traffic,27,18,9,6
2025-05-01,Asia Pacific,Japan,Agency,Lead Generation,29,20,17,10
2025-05-01,Asia Pacific,Japan,Agency,App Installs,23,17,11,7
2025-05-01,Asia Pacific,Japan,Agency,Catalog Sales,32,23,20,13
2025-05-01,Asia Pacific,South Korea,SMB,Conversions,12,6,5,3
2025-05-01,Asia Pacific,South Korea,SMB,Traffic,12,6,3,1
2025-05-01,Asia Pacific,South Korea,SMB,Lead Generation,12,6,5,3
2025-05-01,Asia Pacific,South Korea,SMB,App Installs,12,6,3,2
2025-05-01,Asia Pacific,South Korea,SMB,Catalog Sales,12,6,6,3
2025-05-01,Asia Pacific,South Korea,Mid-Market,Conversions,15,9,8,5
2025-05-01,Asia Pacific,South Korea,Mid-Market,Traffic,18,11,5,3
2025-05-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,16,10,9,5
2025-05-01,Asia Pacific,South Korea,Mid-Market,App Installs,16,9,6,3
2025-05-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,21,14,12,7
2025-05-01,Asia Pacific,South Korea,Enterprise,Conversions,39,30,27,16
2025-05-01,Asia Pacific,South Korea,Enterprise,Traffic,36,26,12,7
2025-05-01,Asia Pacific,South Korea,Enterprise,Lead Generation,33,25,21,14
2025-05-01,Asia Pacific,South Korea,Enterprise,App Installs,39,30,18,11
2025-05-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,29,22,18,10
2025-05-01,Asia Pacific,South Korea,Agency,Conversions,30,19,17,11
2025-05-01,Asia Pacific,South Korea,Agency,Traffic,20,13,6,4
2025-05-01,Asia Pacific,South Korea,Agency,Lead Generation,30,22,19,12
2025-05-01,Asia Pacific,South Korea,Agency,App Installs,28,20,13,8
2025-05-01,Asia Pacific,South Korea,Agency,Catalog Sales,25,19,16,10
2025-05-01,Asia Pacific,Australia,SMB,Conversions,12,6,6,4
2025-05-01,Asia Pacific,Australia,SMB,Traffic,12,6,3,1
2025-05-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,4,2
2025-05-01,Asia Pacific,Australia,SMB,App Installs,12,6,3,2
2025-05-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,5,3
2025-05-01,Asia Pacific,Australia,Mid-Market,Conversions,15,10,10,6
2025-05-01,Asia Pacific,Australia,Mid-Market,Traffic,18,12,6,3
2025-05-01,Asia Pacific,Australia,Mid-Market,Lead Generation,16,10,8,5
2025-05-01,Asia Pacific,Australia,Mid-Market,App Installs,15,9,5,3
2025-05-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,18,11,10,6
2025-05-01,Asia Pacific,Australia,Enterprise,Conversions,30,23,23,15
2025-05-01,Asia Pacific,Australia,Enterprise,Traffic,34,28,13,9
2025-05-01,Asia Pacific,Australia,Enterprise,Lead Generation,24,17,15,9
2025-05-01,Asia Pacific,Australia,Enterprise,App Installs,32,26,16,10
2025-05-01,Asia Pacific,Australia,Enterprise,Catalog Sales,33,24,22,13
2025-05-01,Asia Pacific,Australia,Agency,Conversions,27,19,19,11
2025-05-01,Asia Pacific,Australia,Agency,Traffic,17,13,6,3
2025-05-01,Asia Pacific,Australia,Agency,Lead Generation,20,15,13,8
2025-05-01,Asia Pacific,Australia,Agency,App Installs,24,18,11,7
2025-05-01,Asia Pacific,Australia,Agency,Catalog Sales,21,15,13,7
2025-05-01,Asia Pacific,Indonesia,SMB,Conversions,13,6,6,3
2025-05-01,Asia Pacific,Indonesia,SMB,Traffic,15,7,3,2
2025-05-01,Asia Pacific,Indonesia,SMB,Lead Generation,17,8,6,4
2025-05-01,Asia Pacific,Indonesia,SMB,App Installs,13,5,3,2
2025-05-01,Asia Pacific,Indonesia,SMB,Catalog Sales,16,7,6,4
2025-05-01,Asia Pacific,Indonesia,Mid-Market,Conversions,20,10,10,6
2025-05-01,Asia Pacific,Indonesia,Mid-Market,Traffic,27,14,7,4
2025-05-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,23,12,10,6
2025-05-01,Asia Pacific,Indonesia,Mid-Market,App Installs,18,9,5,3
2025-05-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,27,15,13,7
2025-05-01,Asia Pacific,Indonesia,Enterprise,Conversions,37,26,26,16
2025-05-01,Asia Pacific,Indonesia,Enterprise,Traffic,49,33,15,10
2025-05-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,47,30,25,16
2025-05-01,Asia Pacific,Indonesia,Enterprise,App Installs,42,30,20,12
2025-05-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,31,20,16,10
2025-05-01,Asia Pacific,Indonesia,Agency,Conversions,31,21,19,11
2025-05-01,Asia Pacific,Indonesia,Agency,Traffic,28,18,8,5
2025-05-01,Asia Pacific,Indonesia,Agency,Lead Generation,33,22,18,11
2025-05-01,Asia Pacific,Indonesia,Agency,App Installs,32,20,13,8
2025-05-01,Asia Pacific,Indonesia,Agency,Catalog Sales,38,24,21,14
2025-06-01,North America,United States,SMB,Conversions,15,8,8,5
2025-06-01,North America,United States,SMB,Traffic,24,13,6,4
2025-06-01,North America,United States,SMB,Lead Generation,18,10,8,5
2025-06-01,North America,United States,SMB,App Installs,18,10,6,4
2025-06-01,North America,United States,SMB,Catalog Sales,21,12,12,7
2025-06-01,North America,United States,Mid-Market,Conversions,33,22,20,12
2025-06-01,North America,United States,Mid-Market,Traffic,25,17,8,4
2025-06-01,North America,United States,Mid-Market,Lead Generation,31,20,17,12
2025-06-01,North America,United States,Mid-Market,App Installs,33,24,14,9
2025-06-01,North America,United States,Mid-Market,Catalog Sales,38,27,22,14
2025-06-01,North America,United States,Enterprise,Conversions,49,40,39,25
2025-06-01,North America,United States,Enterprise,Traffic,64,50,25,17
2025-06-01,North America,United States,Enterprise,Lead Generation,53,41,36,21
2025-06-01,North America,United States,Enterprise,App Installs,47,41,25,14
2025-06-01,North America,United States,Enterprise,Catalog Sales,64,50,45,27
2025-06-01,North America,United States,Agency,Conversions,40,32,31,20
2025-06-01,North America,United States,Agency,Traffic,42,31,14,8
2025-06-01,North America,United States,Agency,Lead Generation,49,34,30,17
2025-06-01,North America,United States,Agency,App Installs,48,35,24,14
2025-06-01,North America,United States,Agency,Catalog Sales,47,35,31,21
2025-06-01,North America,Canada,SMB,Conversions,12,6,6,3
2025-06-01,North America,Canada,SMB,Traffic,12,6,2,1
2025-06-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-06-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-06-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-06-01,North America,Canada,Mid-Market,Conversions,21,13,12,7
2025-06-01,North America,Canada,Mid-Market,Traffic,13,8,3,2
2025-06-01,North America,Canada,Mid-Market,Lead Generation,15,9,8,5
2025-06-01,North America,Canada,Mid-Market,App Installs,18,11,7,4
2025-06-01,North America,Canada,Mid-Market,Catalog Sales,13,8,7,5
2025-06-01,North America,Canada,Enterprise,Conversions,31,24,21,13
2025-06-01,North America,Canada,Enterprise,Traffic,22,18,8,5
2025-06-01,North America,Canada,Enterprise,Lead Generation,27,21,16,10
2025-06-01,North America,Canada,Enterprise,App Installs,36,30,18,12
2025-06-01,North America,Canada,Enterprise,Catalog Sales,22,18,15,9
2025-06-01,North America,Canada,Agency,Conversions,24,17,17,11
2025-06-01,North America,Canada,Agency,Traffic,27,20,9,5
2025-06-01,North America,Canada,Agency,Lead Generation,19,12,10,6
2025-06-01,North America,Canada,Agency,App Installs,24,18,12,7
2025-06-01,North America,Canada,Agency,Catalog Sales,26,18,17,11
2025-06-01,Europe,United Kingdom,SMB,Conversions,12,7,6,4
2025-06-01,Europe,United Kingdom,SMB,Traffic,12,6,2,1
2025-06-01,Europe,United Kingdom,SMB,Lead Generation,16,9,8,5
2025-06-01,Europe,United Kingdom,SMB,App Installs,12,6,4,2
2025-06-01,Europe,United Kingdom,SMB,Catalog Sales,12,6,5,3
2025-06-01,Europe,United Kingdom,Mid-Market,Conversions,25,18,17,10
2025-06-01,Europe,United Kingdom,Mid-Market,Traffic,20,14,6,4
2025-06-01,Europe,United Kingdom,Mid-Market,Lead Generation,22,14,11,6
2025-06-01,Europe,United Kingdom,Mid-Market,App Installs,18,12,7,5
2025-06-01,Europe,United Kingdom,Mid-Market,Catalog Sales,22,15,14,9
2025-06-01,Europe,United Kingdom,Enterprise,Conversions,45,35,33,19
2025-06-01,Europe,United Kingdom,Enterprise,Traffic,42,36,18,12
2025-06-01,Europe,United Kingdom,Enterprise,Lead Generation,32,25,21,14
2025-06-01,Europe,United Kingdom,Enterprise,App Installs,32,27,16,10
2025-06-01,Europe,United Kingdom,Enterprise,Catalog Sales,33,28,24,16
2025-06-01,Europe,United Kingdom,Agency,Conversions,24,18,16,9
2025-06-01,Europe,United Kingdom,Agency,Traffic,27,20,9,6
2025-06-01,Europe,United Kingdom,Agency,Lead Generation,22,16,14,8
2025-06-01,Europe,United Kingdom,Agency,App Installs,30,23,14,9
2025-06-01,Europe,United Kingdom,Agency,Catalog Sales,27,20,18,12
2025-06-01,Europe,Germany,SMB,Conversions,12,6,6,4
2025-06-01,Europe,Germany,SMB,Traffic,15,8,4,2
2025-06-01,Europe,Germany,SMB,Lead Generation,12,6,5,3
2025-06-01,Europe,Germany,SMB,App Installs,12,6,4,2
2025-06-01,Europe,Germany,SMB,Catalog Sales,14,7,5,3
2025-06-01,Europe,Germany,Mid-Market,Conversions,20,13,13,7
2025-06-01,Europe,Germany,Mid-Market,Traffic,20,12,6,3
2025-06-01,Europe,Germany,Mid-Market,Lead Generation,24,14,12,7
2025-06-01,Europe,Germany,Mid-Market,App Installs,22,14,9,5
2025-06-01,Europe,Germany,Mid-Market,Catalog Sales,20,13,11,7
2025-06-01,Europe,Germany,Enterprise,Conversions,42,31,29,19
2025-06-01,Europe,Germany,Enterprise,Traffic,26,21,10,5
2025-06-01,Europe,Germany,Enterprise,Lead Generation,30,22,19,12
2025-06-01,Europe,Germany,Enterprise,App Installs,26,20,13,7
2025-06-01,Europe,Germany,Enterprise,Catalog Sales,35,26,23,13
2025-06-01,Europe,Germany,Agency,Conversions,26,18,17,10
2025-06-01,Europe,Germany,Agency,Traffic,30,21,10,6
2025-06-01,Europe,Germany,Agency,Lead Generation,24,18,15,9
2025-06-01,Europe,Germany,Agency,App Installs,29,19,12,8
2025-06-01,Europe,Germany,Agency,Catalog Sales,27,18,15,10
2025-06-01,Europe,France,SMB,Conversions,12,5,5,3
2025-06-01,Europe,France,SMB,Traffic,12,6,2,1
2025-06-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-06-01,Europe,France,SMB,App Installs,12,6,4,2
2025-06-01,Europe,France,SMB,Catalog Sales,13,6,5,3
2025-06-01,Europe,France,Mid-Market,Conversions,19,11,10,6
2025-06-01,Europe,France,Mid-Market,Traffic,22,14,6,3
2025-06-01,Europe,France,Mid-Market,Lead Generation,21,13,11,7
2025-06-01,Europe,France,Mid-Market,App Installs,17,10,6,3
2025-06-01,Europe,France,Mid-Market,Catalog Sales,21,12,11,6
2025-06-01,Europe,France,Enterprise,Conversions,32,24,22,13
2025-06-01,Europe,France,Enterprise,Traffic,31,23,11,6
2025-06-01,Europe,France,Enterprise,Lead Generation,34,26,20,12
2025-06-01,Europe,France,Enterprise,App Installs,32,24,15,9
2025-06-01,Europe,France,Enterprise,Catalog Sales,25,18,16,11
2025-06-01,Europe,France,Agency,Conversions,24,17,16,9
2025-06-01,Europe,France,Agency,Traffic,28,17,8,4
2025-06-01,Europe,France,Agency,Lead Generation,30,20,15,10
2025-06-01,Europe,France,Agency,App Installs,23,15,10,6
2025-06-01,Europe,France,Agency,Catalog Sales,25,18,15,9
2025-06-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,6,3
2025-06-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,2
2025-06-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,3
2025-06-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,3,2
2025-06-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,7,6,3
2025-06-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,14,9,8,4
2025-06-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,16,10,5,3
2025-06-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,12,8,7,4
2025-06-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,12,8,5,3
2025-06-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,18,12,11,6
2025-06-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,23,18,18,12
2025-06-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,21,16,7,4
2025-06-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,24,19,15,9
2025-06-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,23,18,12,7
2025-06-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,31,24,21,14
2025-06-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,26,17,17,10
2025-06-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,24,18,9,6
2025-06-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,23,15,13,8
2025-06-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,21,15,10,6
2025-06-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,17,11,10,7
2025-06-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,5,5,3
2025-06-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,5,2,1
2025-06-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,5,4,3
2025-06-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,6,3,2
2025-06-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,5,3
2025-06-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,13,8,7,4
2025-06-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,14,8,4,2
2025-06-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,21,13,11,7
2025-06-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,16,9,6,3
2025-06-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,16,9,8,4
2025-06-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,25,19,17,11
2025-06-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,33,25,12,6
2025-06-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,29,21,18,11
2025-06-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,33,22,15,9
2025-06-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,30,23,19,12
2025-06-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,22,16,15,9
2025-06-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,21,13,6,4
2025-06-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,18,12,11,6
2025-06-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,24,15,9,6
2025-06-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,21,15,12,8
2025-06-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-06-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-06-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,5,2
2025-06-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-06-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,4,2
2025-06-01,Middle East & Africa,South Africa,Mid-Market,Conversions,14,7,7,4
2025-06-01,Middle East & Africa,South Africa,Mid-Market,Traffic,12,6,2,1
2025-06-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,12,7,5,3
